Icon;Name;Einheit;Kommentar;Type;var_name;ka;Default;Gründerzeit | Ausgangslage Gas;Gründerzeit | thermisch Saniert + Fernwärme;Gründerzeit | thermisch Saniert mit flexibler Wärmepumpe;Volksschule Neubau | Ökologisch;Wohnen Neubau 2.5 Geschosse | PEQ Deklaration;mg. Wohnbau 90er Sanierung | klimaneutrales PEQ Deklaration FW;Mischnutzung Neubau 7-stöckig | PEQ+M Deklaration;Südtiroler Quartier | Planung;Südtiroler Quartier | Ohne Tiefgarage;Südtiroler Quartier | PH;Südtiroler Quartier | PV x2;Südtiroler Quartier | Flexible HKLS mit WP;Südtiroler Quartier | Mob. Opt.;Südtiroler Quartier | Alle Maßnahmen;Südtiroler Quartier | Alle 150%PV;Südtiroler Quartier | Planung v2;Südtiroler Quartier | STB Zwischendecken;Südtiroler Quartier | test
🚗;Zielverkehrsanteil Ausbildung;%;;Zwischenrechnung;mobshare_school;0;0.03;0.02;0.02;0.02;0.03;0.02;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
🚗;Zielverkehrsanteil Handel;%;;Zwischenrechnung;mobshare_retail;0;0.29;0.25;0.25;0.25;0.29;0.28;0.29;0.29;0.28;0.28;0.28;0.25;0.28;0.28;0.28;0.28;0.28;0.28;0.28
🚗;Pkm Zu Fuß;Pkm;;Zwischenrechnung;pkm_pedestrian;0;235;424;424;363;235;437;235;287;310;310;310;363;310;310;310;310;437;310;437
🚗;Pkm Fahrrad;Pkm;;Zwischenrechnung;pkm_bike;0;116;437;437;257;116;576;116;206;383;383;383;257;383;383;383;383;576;383;576
🚗;Pkm Moped;Pkm;;Zwischenrechnung;pkm_mofa;0;146;63;63;78;146;186;146;125;225;225;225;78;225;225;225;225;186;225;186
🚗;Pkm PKW-LenkerIn;Pkm;;Zwischenrechnung;pkm_car_driver;0;4291;3279;3279;4062;4291;4564;4291;3679;5527;5527;5527;4062;5527;5527;5527;5527;4564;5527;4564
🚗;Pkm PKW-MitfahrerIn;Pkm;;Zwischenrechnung;pkm_car_passenger;0;2035;1498;1498;1855;2035;2202;2035;1745;2666;2666;2666;1855;2666;2666;2666;2666;2202;2666;2202
🚗;Pkm Stadt/ Regionalbus;Pkm;;Zwischenrechnung;pkm_bus;0;165;390;390;337;165;580;165;200;379;379;379;337;379;379;379;379;580;379;580
🚗;Pkm Straßenbahn/U-Bahn;Pkm;;Zwischenrechnung;pkm_tram_metro;0;1978;2095;2095;1808;1978;355;1978;2398;232;232;232;1808;232;232;232;232;355;232;355
🚗;Pkm Eisenbahn;Pkm;;Zwischenrechnung;pkm_train;0;1463;4156;4156;3588;1463;2093;1463;1774;1366;1366;1366;3588;1366;1366;1366;1366;2093;1366;2093
🚗;Pkm Reisebus;Pkm;;Zwischenrechnung;pkm_distancebus;0;67;51;51;44;67;270;67;81;176;176;176;44;176;176;176;176;270;176;270
🚗;Stellplätze;Anzahl;;Neu (aus alt Berechenbar);parking_spots_in_district;2;190;190;190;190;0;66;190;190;190;190;190;190;190;190;190;190;190;190;0
🚗;Fahrzeuge;Anzahl;;Neu (aus alt Berechenbar);mobility_vehicle_count;2;100;100;100;100;100;46;100;100;100;100;100;100;100;100;100;100;100;100;100
🚗;Anteil Ecars;%;Am Mobilitätsbedarf;Neu (aus alt Berechenbar);EV_share;2;0.7;0.05;0.05;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.75;0.75;0.75;0.7;0.7;0.7
🚗;Ecar Energieverbrauch;kWh/km;;Neu (aus alt Berechenbar);EV_demand_kWhpkm;1;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17;0.17
🚗;Ecar Speicher pro Fahrzeug;kWh/EV;;Neu (aus alt Berechenbar);EV_battsize_kWh;1;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
🚗;Ecar Speicher im Quartier;kWh;;Zwischenrechnung;EV_storage_total_kWh;0;4100;4100;4100;4100;4100;1886;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100
🚗;Ecar Selbstentladung wöchentlich;%/Woche;;Neu (aus alt Berechenbar);EV_self_discharge_per_week;1;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
🚗;Ecar Selbstentladung stündlich;%/h;;Zwischenrechnung;EV_selfdischarge_per_h;0;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906;0.00011904761904761906
🚗;Ecar Mindest-Speicherstand;%;;Neu (aus alt Berechenbar);EV_soc_minimum;1;0.5;0.5;0.5;0.5;0.5;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🚗;Ecar Batterie-Effizienz Beladung;%;;Neu (aus alt Berechenbar);EV_charging_efficiency;2;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9
🚗;Ecar Batterie-Effizienz Beladung Kehrwert;;;Zwischenrechnung;EV_charging_losses_surcharge_factor;0;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112
🚗;Ecar Batterie Maximale Beladungsleistung;%;;Neu (default, nicht berechenbar);EV_max_charging_power_ratio;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🚗;Ecar Mindestspeicherstand Arbeit;;;;EV_soc_min_work;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🚗;Ecar Mindestspeicherstand Handel;;;;EV_soc_min_retail;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🚗;Moped im Verhältnis zu Auto;;;;moped_factor;1;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25
🚗;Anteil Ecars, die konstant vor Ort laden;%;Rest konstantes Laden;;EV_share_constant_charging;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🚗;Reduktionsfaktor JPkm MIV;Anteil;;;mob_pkm_factor;2;1;1;1;1;0.75;0.7327664193956939;1;1.0607084595665346;0.82;0.82;0.82;0.82;0.82;0.72;0.72;0.72;0.82;0.82;0.82
🚗;New Calculation Method;;;;EV_experimental_calculation;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🚗;Ecar Pkm Real Wohnen (Insgesamt);Pkm/a;;;EV_mileage_res;0;11524.988009592325;514197.5251798561;514197.5251798561;8917775.194244603;0;0;562477.0398081534;918995.2832034925;1851617.7305484887;1851617.7305484887;1851617.7305484887;636983.9424460431;1851617.7305484887;1741940.025254676;1741940.025254676;1741940.025254676;1529000.0582998556;1851617.7305484887;1529000.0582998556
🚗;Ecar Pkm Real Arbeiten (Insgesamt);Pkm/a;;;EV_mileage_work;0;0;378185.41016949154;378185.41016949154;6558904.515254236;1318979.93808;0;0;4762749.684545933;424966.68840248184;424966.68840248184;424966.68840248184;140547.9538983051;424966.68840248184;399794.445535436;399794.445535436;399794.445535436;350922.3748632038;424966.68840248184;350922.3748632038
🚗;Ecar Pkm Real Einkaufen (Insgesamt);Pkm/a;;;EV_mileage_retail;0;0;0;0;0;0;0;0;529703.7740128982;27173.186607850468;27173.186607850468;27173.186607850468;0;27173.186607850468;25563.625031775708;25563.625031775708;25563.625031775708;22438.65092785047;27173.186607850468;22438.65092785047
🚗;Ecar Mindest-Speicherstand Extern;;;;EV_soc_min_ext;1;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4
🚗;Ecar Mindest-Speicherstand Entladung;;;;EV_soc_min_discharge;1;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.4;0.4;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.4;0.5
🚗;Fossiler Energieverbrauch;kWh/km;;;fossile_demand_kWhpkm;1;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
🚗;Ecar Anzahl Wohnen;🚗;;;EV_count_residential;0;1.344;32.696000000000005;32.696000000000005;457.7439999999999;0;0;27.3308;49.10135999999999;85.183224;85.183224;85.183224;78.47040000000001;85.183224;91.26773999999999;91.26773999999999;91.26773999999999;85.183224;85.183224;85.183224
🚗;Ecar Anzahl Arbeit;🚗;;;EV_count_work;0;0;34.024;34.024;476.33599999999996;51.23048000000001;0;0;355.92216800000006;25.478930399999996;25.478930399999996;25.478930399999996;4.08288;25.478930399999996;27.298854000000002;27.298854000000002;27.298854000000002;25.478930399999996;25.478930399999996;25.478930399999996
🚗;Ecar Anzahl Einkaufen;🚗;;;EV_count_retail;0;0;0;0;0;0;0;0;145.2416;6.41536;6.41536;6.41536;0;6.41536;6.873600000000001;6.873600000000001;6.873600000000001;6.41536;6.41536;6.41536
🚗;Bidirektionales Laden;;;;ev_bidirectional_use;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
☁;Typ Außenwand;;;;GWP_walls_name;2;0.08;-- Keine;-- Keine;0.08;Holz-Hybrid Wand;STB-EPS;AW_Brettsperrholz-Außenwand, hinterlüftet, Dämmstoff Glaswolle;STB-EPS;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler;AW Südtiroler
☁;Typ Fenster;;;;GWP_windows_name;2;0.09;-- Keine;-- Keine;0.09;Passivhausfenster, Holz-Alurahmen;Fenster Konventionell (35% Rahmenanteil);Passivhausfenster, Holz-Alurahmen;Fenster Konventionell (35% Rahmenanteil);Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler;Fenster Südtiroler
☁;Typ Dach;;;;GWP_roof_name;2;-0.24;-- Keine;-- Keine;-0.24;Holzbeton-Verbunddach;STB-Dach;Flachdach_9 Hanf_san;STB-Dach;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler;DA Südtiroler
☁;Typ Decke gegen Erdreich;;;;GWP_ground_name;2;-0.13;-- Keine;-- Keine;-0.13;STB Fundament 50cm;AW STB-EPS;KD-oben_8 Zementestrich_Korkdämmu_san;AW STB-EPS;EbF Südtiroler;STB Fundament 50cm;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler;EbF Südtiroler
☁;Typ Zwischendecken;;;;GWP_ceilings_name;2;0;-- Keine;-- Keine;0;Holz-Hybrid Geschossdecke;STB-Geschossdecke - Distanzboden;Sanierung;STB-Geschossdecke - Distanzboden;GD DE01/02/8;GD DE01/02/8;Zwischengeschoßdecken Südtiroler;Zwischengeschoßdecken Südtiroler;Zwischengeschoßdecken Südtiroler;Zwischengeschoßdecken Südtiroler;Zwischengeschoßdecken Südtiroler;Zwischengeschoßdecken Südtiroler;GD DE01/02/8;Pilzgasse - GDm 01 Stahlbeton-Geschoßdecke, Nassestrich (Nassräume);GD DE01/02/8
☁;Typ Bauliche Maßnahmen Allgemein;;;;GWP_general_name;2;0.05;-- Keine;-- Keine;0.05;Innenwände;IWm 05 Schwere Hochlochziegel-Wohnungstrennwand;IWl 01 Ständer-Scheidewand, nichttragend;Innenwände;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler;Sonstige Südtiroler
☁;Typ Andere bauliche Maßnahmen;;;;GWP_other_name;2;0;-- Keine;-- Keine;0;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Bezugsfläche Außenwand;m²;;;GWP_ref_area_walls;2;0;0;0;0;5170.400000000001;3101.23;3795.39;3795.39;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16
☁;Bezugsfläche Fenster;m²;;;GWP_ref_area_windows;2;0;0;0;0;1300;872.9000000000001;1392.44;1392.44;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16
☁;Bezugsfläche Dach;m²;;;GWP_ref_area_roof;2;0;0;0;0;3674;1771.21;2176.5;2176.5;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16
☁;Bezugsfläche Fundament;m²;;;GWP_ref_area_fundament;2;0;0;0;0;2742;1769.6499999999999;2296.84;2296.84;31799.16;7588;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16
☁;Bezugsfläche Zwischengeschoßdecken;m²;;;GWP_ref_area_ceilings;2;0;0;0;0;10034;1770;10882.5;13059;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;31799.16;34678;31799.16
☁;Bezug pro BGF (Außenwand);m²AW/m²BGF;;;GWP_refratio_walls;0;0;0;0;0;0.39562323054556586;0.5268824328916073;0.38883208687634463;0.11327493583238822;1;1;1;0;1;1;1;1;1;1;1
☁;Bezug pro BGF (Fenster);m²Fe/m²BGF;;;GWP_refratio_windows;0;0;0;0;0;0.09947203305532175;0.14830105334692495;0.1426534166581293;0.041557929922998865;1;1;1;0;1;1;1;1;1;1;1
☁;Bezug pro BGF (Dach);m²Dach/m²BGF;;;GWP_refratio_roof;0;0;0;0;0;0.2811232688040401;0.30091913013931365;0.22297920295051737;0.06495851489285501;1;1;1;0;1;1;1;1;1;1;1
☁;Bezug pro BGF (Fundament);m²KB/m²BGF;;;GWP_refratio_fundament;0;0;0;0;0;0.20980947279822482;0.30065409446143393;0.23530785780145477;0.06855011042798305;1;0.23862265544121292;1;0;1;1;1;1;1;1;1
☁;Bezug pro BGF (Zwischengeschoßdecken);m²Zwd/m²BGF;;;GWP_refratio_ceilings;0;0;0;0;0;0.7677710612900758;0.3007135575942916;1.1148960147525868;0.38975108935713004;1;1;1;0;1;1;1;1;1;1.0905319511584584;1
☁;Typ PV-Anlage;;;;GWP_pv_name;2;1;-- Keine;-- Keine;1;PV Anlage (Module inkl. WR);PV Anlage (Module inkl. WR);PV Anlage (Module inkl. WR);PV Anlage (Module inkl. WR);-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Bezug pro BGF (PV);m²PV/m²BGF;;;GWP_refratio_pv;0;0.2325;1.274294705582519e-05;1.274294705582519e-05;0.03509296810938989;0.13199173616956156;0.16649677200135918;0.04668363897141687;0.08356712230645258;0.08600856123243507;0.08600856123243507;0.08600856123243507;1.274294705582519e-05;0.08600856123243507;0.08600856123243507;0.17610528076842283;0.1320789605763171;0.08600856123243507;0.08600856123243507;0.08600856123243507
☁;Typ Erdwärmesonden;;;;GWP_boreholes_name;2;0.2;-- Keine;-- Keine;0.2;Erdwärmesonden 150m (inkl. Bohrung);-- Keine;Erdwärmesonden 200m (inkl. Bohrung);Erdwärmesonden 150m (inkl. Bohrung);-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Anzahl Erdsonden;Stk Erdsonden;;;borehole_count;2;24;24;24;24;24;24;15;50;24;24;24;24;24;24;24;24;24;24;24
☁;Typ Komfortlüftung;;;;GWP_ventilation_name;2;0.06;-- Keine;-- Keine;0.06;Lüftungsgerät Zentral mit Wärmerückgewinnung;Lüftungsgerät Zentral mit Wärmerückgewinnung;Lüftungsgerät Zentral mit Wärmerückgewinnung;Lüftung dezentral;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Typ Solarthermie;;;;GWP_solarthermal_name;2;0;-- Keine;-- Keine;0;0;-- Keine;-- Keine;0;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Typ E-Batterie;;;;GWP_battery_name;2;5;-- Keine;-- Keine;5;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Typ Pufferspeicher;;;;GWP_storage_name;2;Standard Pufferspeicher, 2000L;-- Keine;-- Keine;Standard Pufferspeicher, 2000L;-- Keine;Standard Pufferspeicher, 2000L;Standard Pufferspeicher, 2000L;Standard Pufferspeicher, 2000L;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Typ  Allgemein;;;;GWP_tga_general_name;2;0.2;-- Keine;-- Keine;0.2;TGA Allgemein;Wärmepumpe, Luft-Wasser, 10 kW;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine
☁;Typ  Andere bauliche Maßnahmen;;;;GWP_tga_other_name;2;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;-- Keine;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein;TGA Allgemein
☁;Bezug pro BGF (Erdsonden);StkErdsonden/m²BGF;;;GWP_refratio_boreholes;0;0.12;0.00013296988232165414;0.00013296988232165414;0.00013296988232165414;0.0018364067640982478;0.004077471967380225;0.0015367277942833727;0.0014922700411866532;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549;0.00013296988232165414;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549;0.0007547369175789549
☁;GWP Herstellung E-Cars;Anzahl Fahrzeuge;;;GWP_miv_count_ev;0;0.6719999999999999;24.146960000000004;24.146960000000004;338.05744;1.5369144;0;13.6654;126.75334503999999;49.80793764799999;49.80793764799999;49.80793764799999;41.6620128;49.80793764799999;53.36564747999999;53.36564747999999;53.36564747999999;49.80793764799999;49.80793764799999;49.80793764799999
☁;GWP Herstellung Verbrenner;Anzahl Fahrzeuge;;;GWP_miv_count_fossile;0;0.28800000000000003;458.79224000000005;458.79224000000005;144.88176000000004;0.6586776000000001;0;5.856600000000002;54.322862160000014;21.346258992000003;21.346258992000003;21.346258992000003;791.5782432;21.346258992000003;17.788549160000002;17.788549160000002;17.788549160000002;21.346258992000003;21.346258992000003;21.346258992000003
☁;GWP Verbrenner;t CO2/Fahrzeug;;;GWP_mobility_construction_fossil;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
☁;GWP E-Car;t CO2/Fahrzeug;;;GWP_mobility_construction_ev;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
☁;Betrachtungszeitraum Ökobilanz;;;;GHG_LCA_timeframe_years;1;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
☁;GWP Mobilität Moped;GWP 100S (gCO2equiv/Pkm);;;GWP_mobility_moped_gpPKm;0;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75;126.75
☁;GWP Mobilität PKW;GWP 100S (gCO2equiv/Pkm);;;GWP_mobility_car_gpPKm;0;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5;216.5
☁;Bezugsjahr Ausgangssituation;;;;year_rcp0;1;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025;2025
☁;Bezugsjahr Stütztstelle 1;;;;year_rcp1;1;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030
☁;Bezugsjahr Stütztstelle 2;;;;year_rcp2;1;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040;2040
☁;Bezugsjahr Stütztstelle 3;;;;year_rcp3;1;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050
☁;Absenkfaktor 1 Netzstrom;;;;grid_rcp1;1;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6
☁;Absenkfaktor 2 Netzstrom;;;;grid_rcp2;1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
☁;Absenkfaktor 3 Netzstrom;;;;grid_rcp3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
☁;Absenkfaktor 1 Erneuerbare;;;;rcp1_renewable;1;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
☁;Absenkfaktor 2 Erneuerbare;;;;rcp2_renewable;1;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4
☁;Absenkfaktor 3 Erneuerbare;;;;rcp3_renewable;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
☁;Absenkfaktor 1 Fernwärme;;;;rcp1_dh;0;0.8;0.99;0.99;0.99;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.99;0.8;0.8;0.8;0.8;0.8;0.8;0.8
☁;Absenkfaktor 2 Fernwärme;;;;rcp2_dh;0;0.4;0.97;0.97;0.97;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.97;0.4;0.4;0.4;0.4;0.4;0.4;0.4
☁;Absenkfaktor 3 Fernwärme;;;;rcp3_dh;0;0;0.95;0.95;0.95;0;0;0;0;0;0;0;0.95;0;0;0;0;0;0;0
☁;Absenkfaktor 1 Andere Fossile;;;;rcp1_fossil;1;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99
☁;Absenkfaktor 2 Andere Fossile;;;;rcp2_fossil;1;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97
☁;Absenkfaktor 3 Andere Fossile;;;;rcp3_fossil;1;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
☁;Absenkpfad-Integral Netzstrom;;;;GWP_rcpi_grid;0;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002
☁;Absenkpfad-Integral Substi;;;;GWP_rcpi_grid_substition;0;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002;9.500000000000002
☁;Absenkpfad-Integral Fernwärme;;;;GWP_rcpi_district_heating;0;13.000000000000002;25.35;25.35;25.35;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;25.35;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002
☁;Absenkpfad-Integral Fossil;;;;GWP_rcpi_fossil;0;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35
☁;Absenkpfad-Integral Gas;;;;GWP_rcpi_natural_gas;0;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35
☁;Absenkpfad-Integral Biomasse;;;;GWP_rcpi_biomass;0;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35
☁;Absenkpfad-Integral MIV Fossil;;;;GWP_rcpi_mob_fossile;0;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35;25.35
☁;Absenkpfad-Integral Erneuerbar;;;;GWP_rcpi_renewable;0;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002;13.000000000000002
⚖;Strom Konversionsprofil PE;;;;fPE_grid_profile;2;OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2019 (interpolierte Monatswerte);OIB2019 (interpolierte Monatswerte);OIB2019 (interpolierte Monatswerte);OIB2019 (interpolierte Monatswerte);OIB2019 (interpolierte Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte);OIB2023 (Monatswerte)
⚖;Fernwärme Konversionsprofil;;;;district_heating_conversion_profile;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
