Horizontalstrahlung;Oststrahlung;Südstrahlung;Weststrahlung;Nordstrahlung;Außentemperatur;Rel. Feuchte
0;0;0;0;0;5.5;77.5
0;0;0;0;0;5.1;77.7
0;0;0;0;0;4.5;79.2
0;0;0;0;0;3.9;78.3
0;0;0;0;0;3.3;82.9
0;0;0;0;0;3;88.6
0;0;0;0;0;2.6;89.5
0;0;0;0;0;2.4;91
0;0;0;0;0;2;96.9
1;0;0;0;0;2.1;97.3
31;19;19;20;20;2.5;91.6
72;49;49;45;45;2.9;89.4
110;74;78;68;68;3.2;89.5
126;81;90;78;78;3.6;86.7
137;85;99;85;85;3.8;82.2
107;67;73;69;67;3.8;86.2
85;53;57;55;53;3.8;84.3
67;42;48;48;42;3.2;92.5
22;14;13;12;14;3.4;84.3
0;0;0;0;0;3;85.7
0;0;0;0;0;2.7;91.9
0;0;0;0;0;2.3;92.4
0;0;0;0;0;2;94
0;0;0;0;0;1.6;91.3
0;0;0;0;0;1.3;92.1
0;0;0;0;0;0.9;93.5
0;0;0;0;0;0.8;96.6
0;0;0;0;0;0.7;96.9
0;0;0;0;0;0.5;97.4
0;0;0;0;0;0.5;94.9
0;0;0;0;0;0.5;88.3
0;0;0;0;0;0.4;86.5
0;0;0;0;0;0.4;87.5
2;0;1;1;1;0.5;87.6
93;384;283;44;44;2.3;78.6
199;460;496;82;82;4.3;74.7
223;234;338;109;109;5.5;70.5
225;155;268;119;119;6.2;70.4
345;140;652;160;140;7.4;64.3
276;133;409;222;133;8;61.3
218;105;375;278;105;8.1;58.5
168;71;441;456;71;7.9;61.2
41;23;112;167;23;7;64.5
0;0;0;0;0;6;65.9
0;0;0;0;0;5.5;66.7
0;0;0;0;0;5;67.8
0;0;0;0;0;4.4;69.7
0;0;0;0;0;3.9;76.6
0;0;0;0;0;3.4;82.7
0;0;0;0;0;2.9;86.9
0;0;0;0;0;2.2;86.3
0;0;0;0;0;1.5;91.1
0;0;0;0;0;0.8;90.6
0;0;0;0;0;0.5;89.6
0;0;0;0;0;0.1;93.4
0;0;0;0;0;-0.1;93.5
0;0;0;0;0;-0.4;93.3
1;0;0;1;1;-0.4;94.1
90;409;298;42;42;1.1;85.8
203;483;518;77;77;2.8;78.4
302;417;669;111;111;4.5;70.6
368;286;794;123;123;5.8;65.2
410;142;856;170;142;7;61.7
328;131;637;295;131;7.4;62.6
278;99;646;451;99;7.5;59.7
177;69;479;497;69;7;62.1
49;26;170;259;26;6;68.9
0;0;0;0;0;4.9;75
0;0;0;0;0;4.3;75.8
0;0;0;0;0;3.8;77.8
0;0;0;0;0;3.3;81.6
0;0;0;0;0;2.8;77.9
0;0;0;0;0;2.2;82.6
0;0;0;0;0;1.7;82.3
0;0;0;0;0;1.3;86.4
0;0;0;0;0;1;86.5
0;0;0;0;0;0.6;89.3
0;0;0;0;0;0.4;90.5
0;0;0;0;0;0.3;93.5
0;0;0;0;0;0.2;89.1
0;0;0;0;0;0.1;90.8
1;0;0;1;1;0.1;87.1
95;446;322;42;42;1.9;81.6
229;564;603;77;77;4.1;75.2
335;478;784;102;102;6.1;68.4
384;296;831;123;123;7.7;62.2
391;128;825;155;128;8.7;57.6
377;118;833;350;118;9.4;56.5
291;98;678;473;98;9.6;56.8
185;70;498;518;70;9.1;56.9
70;35;245;379;35;8.1;57.6
0;0;0;0;0;6.8;69.2
0;0;0;0;0;6;71.9
0;0;0;0;0;5.3;72.8
0;0;0;0;0;4.5;75.6
0;0;0;0;0;3.7;72.3
0;0;0;0;0;2.9;72.9
0;0;0;0;0;2.1;73.8
0;0;0;0;0;1.2;76.8
0;0;0;0;0;0.2;80.4
0;0;0;0;0;-0.8;82.4
0;0;0;0;0;-1.3;86.6
0;0;0;0;0;-1.9;88.9
0;0;0;0;0;-2.2;90.8
0;0;0;0;0;-2.6;90.3
2;0;0;1;1;-2.6;90.7
87;329;239;42;42;-1.3;88.1
204;458;487;78;78;0.3;83.1
321;438;704;106;106;2;81.2
417;310;894;120;120;3.7;69.2
436;123;926;154;123;4.8;64.7
392;110;857;354;110;5.4;62.2
320;98;737;512;98;5.6;62.9
198;71;519;542;71;5.1;67.8
70;34;254;395;34;3.9;73.8
0;0;0;0;0;2.7;77.8
0;0;0;0;0;2.1;81.2
0;0;0;0;0;1.6;81.5
0;0;0;0;0;1.1;77.8
0;0;0;0;0;0.6;80.1
0;0;0;0;0;0;81
0;0;0;0;0;-0.5;83.5
0;0;0;0;0;-0.7;85.2
0;0;0;0;0;-0.9;83.9
0;0;0;0;0;-1.1;83.5
0;0;0;0;0;-1.2;84.7
0;0;0;0;0;-1.3;88.4
0;0;0;0;0;-1.4;92.1
0;0;0;0;0;-1.4;90.4
1;0;0;0;0;-1.4;89.8
77;225;166;37;37;0.1;83.5
140;183;191;69;69;1.3;77.2
310;386;609;103;103;3.6;69.8
379;274;753;117;117;5.4;64.1
451;141;864;168;141;7;58.1
274;116;386;204;116;7.3;55.8
265;99;503;362;99;7.4;54.3
132;62;203;212;62;6.8;58.7
61;30;172;264;30;5.8;61.3
0;0;0;0;0;4.7;61.7
0;0;0;0;0;4.3;60.3
0;0;0;0;0;3.8;59.6
0;0;0;0;0;3.4;63.3
0;0;0;0;0;2.9;62.9
0;0;0;0;0;2.5;66.4
0;0;0;0;0;2.1;67.1
0;0;0;0;0;1.5;75.9
0;0;0;0;0;0.9;75.2
0;0;0;0;0;0.3;74.3
0;0;0;0;0;0;72.9
0;0;0;0;0;-0.3;75.1
0;0;0;0;0;-0.5;73.6
0;0;0;0;0;-0.7;84.5
1;0;0;1;1;-0.7;88
8;2;3;6;6;-0.6;84.8
28;16;16;19;19;-0.4;84.5
64;42;41;43;43;0;82.8
60;40;38;41;41;0;88.9
105;69;73;70;69;0.6;84.5
348;155;644;315;155;1.9;72.4
266;116;541;393;116;2.6;68.3
174;77;408;429;77;2.8;67.9
70;39;210;324;39;2.6;71.1
0;0;0;0;0;2;72.3
0;0;0;0;0;1.5;74.6
0;0;0;0;0;1;77.1
0;0;0;0;0;0.5;80.1
0;0;0;0;0;0;78.1
0;0;0;0;0;-0.5;81.3
0;0;0;0;0;-1;80.1
0;0;0;0;0;-1.4;80.6
0;0;0;0;0;-1.8;84.1
0;0;0;0;0;-2.2;83.3
0;0;0;0;0;-2.4;90.8
0;0;0;0;0;-2.6;92
0;0;0;0;0;-2.7;86.5
0;0;0;0;0;-2.9;84.4
4;0;1;3;3;-2.7;86
119;517;363;47;47;-1;80.4
261;598;627;84;84;0.9;68.5
382;512;821;111;111;2.7;61.1
420;308;831;133;133;4.1;55.1
308;135;432;146;135;4.4;54.8
199;108;196;137;108;4.1;56.4
114;68;78;74;68;3.4;59.3
16;10;8;7;10;2.3;64.5
6;4;2;0;4;1.3;67.7
0;0;0;0;0;0.5;69.9
0;0;0;0;0;0.2;74
0;0;0;0;0;0;78.5
0;0;0;0;0;-0.3;76
0;0;0;0;0;-0.6;76.5
0;0;0;0;0;-0.9;74.8
0;0;0;0;0;-1.2;76.1
0;0;0;0;0;-1.6;76.9
0;0;0;0;0;-2.1;84.6
0;0;0;0;0;-2.5;90.5
0;0;0;0;0;-2.7;91.5
0;0;0;0;0;-2.9;92.3
0;0;0;0;0;-3.1;93.1
0;0;0;0;0;-3.3;94.5
1;0;0;1;1;-3.3;96.2
8;2;3;6;6;-3.2;97.3
101;74;74;62;62;-2.1;91.3
208;185;241;110;110;-0.6;81.3
257;176;294;136;136;0.7;70.8
278;144;326;151;144;1.6;73.5
301;146;420;236;146;2.4;68.4
243;121;347;270;121;2.7;63.8
153;79;235;246;79;2.5;67.1
61;33;143;219;33;1.8;73.7
1;0;0;0;0;0.9;76.6
0;0;0;0;0;0.8;77.1
0;0;0;0;0;0.7;74.9
0;0;0;0;0;0.6;71.9
0;0;0;0;0;0.6;69.2
0;0;0;0;0;0.5;73.5
0;0;0;0;0;0.4;77.3
0;0;0;0;0;0.4;74.7
0;0;0;0;0;0.5;76
0;0;0;0;0;0.5;79.3
0;0;0;0;0;0.6;78.7
0;0;0;0;0;0.6;76.8
0;0;0;0;0;0.7;78.3
0;0;0;0;0;0.7;84.4
1;0;0;1;1;0.7;84.4
29;13;14;17;17;1.4;84.4
61;33;33;34;34;2.1;84.4
76;43;43;43;43;2.6;84.3
111;63;66;62;62;3.2;66.7
132;73;82;73;73;3.8;56.3
121;67;74;69;67;4.1;54.8
91;51;54;53;51;4.2;54.4
61;34;34;34;34;4.1;68.7
27;15;14;12;15;3.8;58.9
0;0;0;0;0;3.4;60.5
0;0;0;0;0;3.1;61.4
0;0;0;0;0;2.6;78.1
0;0;0;0;0;2.3;84.3
0;0;0;0;0;2;84.4
0;0;0;0;0;1.2;87.9
0;0;0;0;0;1.2;87.9
0;0;0;0;0;0.5;87.9
0;0;0;0;0;-0.6;88
0;0;0;0;0;-1.6;88.1
0;0;0;0;0;-2.1;88.1
0;0;0;0;0;-2.9;89.7
0;0;0;0;0;-3.1;90.5
0;0;0;0;0;-3.5;90.6
3;0;1;2;2;-3.5;90.9
21;7;9;12;12;-3.4;88.7
88;54;54;48;48;-2.9;85.7
48;25;24;27;27;-2.9;87.3
104;58;61;58;58;-2.7;86.3
278;120;334;128;120;-2;84.8
289;123;356;201;123;-1.4;79.2
239;97;353;267;97;-1.2;74.1
70;39;41;41;39;-1.5;75
19;11;8;6;11;-2;75.4
1;0;0;0;0;-2.5;78.6
0;0;0;0;0;-2.8;75.2
0;0;0;0;0;-3.1;80.7
0;0;0;0;0;-3.4;81.5
0;0;0;0;0;-3.7;83.8
0;0;0;0;0;-4.1;85.4
0;0;0;0;0;-4.4;90.4
0;0;0;0;0;-4.3;92.1
0;0;0;0;0;-4.2;92.5
0;0;0;0;0;-4.1;91.5
0;0;0;0;0;-4;89.2
0;0;0;0;0;-3.9;89.4
0;0;0;0;0;-3.8;90
0;0;0;0;0;-3.7;88.7
2;0;0;1;1;-3.6;88.2
62;51;45;33;33;-2.3;84.7
152;156;159;72;72;-0.8;84.5
206;158;203;97;97;0.6;64
224;128;178;110;110;1.6;54.2
246;116;237;120;116;2.4;56.7
254;112;270;165;112;3;54.7
157;80;117;104;80;3.1;57.2
63;35;35;36;35;2.4;58.6
7;4;2;1;4;1.4;76.9
1;0;0;0;0;0.8;84.4
0;0;0;0;0;0.3;84.5
0;0;0;0;0;-0.2;84.5
0;0;0;0;0;-0.7;84.5
0;0;0;0;0;-1.2;88.8
0;0;0;0;0;-1.7;90.2
0;0;0;0;0;-2.2;92.5
0;0;0;0;0;-3;95.5
0;0;0;0;0;-3.9;96.9
0;0;0;0;0;-4.8;95.3
0;0;0;0;0;-5.2;93.5
0;0;0;0;0;-5.7;95.2
0;0;0;0;0;-6;96.5
0;0;0;0;0;-6.3;97.2
10;1;3;5;5;-6.2;96.1
152;610;411;44;44;-4.9;87.2
287;621;634;64;64;-3.7;81.7
383;439;682;105;105;-2.6;77
145;80;89;76;76;-3.1;81.5
229;106;213;110;106;-3;84.7
46;26;23;25;26;-3.7;83.3
30;17;14;15;17;-4.4;83.8
20;11;8;8;11;-4.9;88.5
8;5;3;1;5;-5.4;91.3
1;0;0;0;0;-5.8;96
0;0;0;0;0;-6;91.9
0;0;0;0;0;-6.1;91.8
0;0;0;0;0;-6.3;89.5
0;0;0;0;0;-6.5;91.3
0;0;0;0;0;-6.8;93.1
0;0;0;0;0;-6.8;94.2
0;0;0;0;0;-6.8;97.7
0;0;0;0;0;-6.7;97.5
0;0;0;0;0;-6.6;97.7
0;0;0;0;0;-6.5;97.4
0;0;0;0;0;-6.4;97.7
0;0;0;0;0;-6.4;94.7
0;0;0;0;0;-6.3;96.3
4;0;1;2;2;-6.1;97
73;86;68;37;37;-4.6;84.8
151;148;149;71;71;-3.1;73.4
201;147;183;96;96;-1.8;66.5
227;133;205;108;108;-0.8;65.5
234;111;209;115;111;0;65.7
227;108;205;141;108;0.5;62.1
171;85;127;113;85;0.6;63
95;50;60;61;50;0.1;68.9
44;23;26;29;23;-0.6;84.5
1;0;0;0;0;-1.4;84.6
0;0;0;0;0;-1.9;84.6
0;0;0;0;0;-2.4;84.7
0;0;0;0;0;-3;84.7
0;0;0;0;0;-3.5;84.7
0;0;0;0;0;-4;84.8
0;0;0;0;0;-4.6;86.2
0;0;0;0;0;-5.3;84.9
0;0;0;0;0;-6.2;84.9
0;0;0;0;0;-7;89
0;0;0;0;0;-7.5;83.9
0;0;0;0;0;-7.9;80.8
0;0;0;0;0;-8.2;87.7
0;0;0;0;0;-8.5;90.6
7;0;2;4;4;-8.4;87.9
141;545;362;41;41;-6.2;80.7
274;565;571;64;64;-4.1;72
386;467;740;81;81;-2.1;64.4
443;281;802;98;98;-0.5;61.9
472;102;844;130;102;0.6;49.4
373;118;586;277;118;1;46.1
322;90;588;428;90;1;48.1
207;64;398;436;64;0.4;50.8
82;34;187;306;34;-0.9;58.9
1;0;0;0;0;-2.3;63.3
0;0;0;0;0;-3;64.3
0;0;0;0;0;-3.7;65.1
0;0;0;0;0;-4.5;68
0;0;0;0;0;-5.2;75.6
0;0;0;0;0;-5.9;78.9
0;0;0;0;0;-6.6;83.3
0;0;0;0;0;-7.1;83.1
0;0;0;0;0;-7.8;86.3
0;0;0;0;0;-8.5;91.3
0;0;0;0;0;-9;94.7
0;0;0;0;0;-9.4;100
0;0;0;0;0;-9.8;100
0;0;0;0;0;-10.2;99
12;1;4;6;6;-10.1;95.5
167;566;378;53;53;-8.6;85.1
263;500;502;74;74;-7.6;79.7
381;435;669;100;100;-6.5;74.7
371;225;527;118;118;-6;73.3
299;121;334;129;121;-6;73.2
337;116;462;234;116;-5.9;73.9
347;94;593;435;94;-5.9;74.6
231;68;454;501;68;-6.3;72.5
102;35;264;443;35;-7.1;74.9
3;2;1;0;2;-8.1;79.2
0;0;0;0;0;-8.8;80.9
0;0;0;0;0;-9.4;81.2
0;0;0;0;0;-10;89.1
0;0;0;0;0;-10.7;90.1
0;0;0;0;0;-10.1;89.6
0;0;0;0;0;-10.1;88.1
0;0;0;0;0;-10.1;90.4
0;0;0;0;0;-10.2;91.5
0;0;0;0;0;-10.3;86.2
0;0;0;0;0;-10.5;90.9
0;0;0;0;0;-10.6;93.6
0;0;0;0;0;-10.8;92.1
0;0;0;0;0;-10.9;94.6
9;0;3;5;5;-10.8;92.7
163;630;411;40;40;-8.6;86.1
313;637;636;63;63;-6.5;80.4
429;503;799;75;75;-4.7;71.6
506;298;903;84;84;-3.2;67.7
528;87;933;119;87;-2.1;61.7
496;83;892;360;83;-1.6;59.3
406;73;768;551;73;-1.5;62.1
281;59;592;661;59;-2.1;66.7
130;34;362;625;34;-3.3;73.3
3;2;1;0;2;-4.9;82.3
0;0;0;0;0;-5.3;85.9
0;0;0;0;0;-5.8;86.9
0;0;0;0;0;-6.2;92.3
0;0;0;0;0;-6.7;90.8
0;0;0;0;0;-7.1;92.6
0;0;0;0;0;-7.6;90.4
0;0;0;0;0;-7.4;87.4
0;0;0;0;0;-7.3;83.3
0;0;0;0;0;-7.1;82.7
0;0;0;0;0;-6.9;81.5
0;0;0;0;0;-6.8;84.5
0;0;0;0;0;-6.7;92.5
0;0;0;0;0;-6.7;91.7
3;0;1;2;2;-6.5;90.8
83;90;71;40;40;-4.7;83
177;176;175;76;76;-2.7;76.7
213;149;185;97;97;-1.3;74
249;140;222;110;110;-0.1;67.1
357;127;427;139;127;1.4;62.9
358;112;500;246;112;2.6;58.1
264;99;318;251;99;2.9;55.9
236;66;434;484;66;3.1;53.3
93;37;188;311;37;2.2;60.1
3;2;1;0;2;0.9;66.5
0;0;0;0;0;0.7;69.9
0;0;0;0;0;0.5;72.5
0;0;0;0;0;0.4;71
0;0;0;0;0;0.2;72.3
0;0;0;0;0;0;77.7
0;0;0;0;0;-0.2;79.8
0;0;0;0;0;-0.6;83
0;0;0;0;0;-1;82.9
0;0;0;0;0;-1.5;84.3
0;0;0;0;0;-1.7;81.5
0;0;0;0;0;-2;92.5
0;0;0;0;0;-2.2;95
0;0;0;0;0;-2.3;94.6
3;0;1;2;2;-2.3;94
35;17;18;21;21;-2;89
62;34;34;36;36;-1.6;87.5
74;42;42;43;43;-1.4;83.1
81;47;46;47;47;-1.3;84.3
93;54;54;54;54;-1.2;86.5
84;49;48;48;49;-1.2;84
66;38;36;37;38;-1.2;85.8
48;28;25;25;28;-1.4;89.6
25;15;12;10;15;-1.6;94.9
2;1;0;0;1;-1.9;97.3
0;0;0;0;0;-1.8;97.3
0;0;0;0;0;-2.2;98.4
0;0;0;0;0;-1.4;97.3
0;0;0;0;0;-1.3;98.4
0;0;0;0;0;-1.2;98.4
0;0;0;0;0;-0.9;93.7
0;0;0;0;0;-0.5;92.2
0;0;0;0;0;-0.3;90.9
0;0;0;0;0;0;92.9
0;0;0;0;0;0;95.5
0;0;0;0;0;0.2;96.7
0;0;0;0;0;0.4;97.2
0;0;0;0;0;0.3;98.4
3;0;1;2;2;-0.4;98.9
17;9;11;13;13;0.6;98.2
28;19;19;22;22;1.4;93.4
44;32;31;34;34;1.9;90.4
49;37;35;38;38;1.9;92.3
53;41;38;41;41;2.3;88.2
51;39;36;38;39;2.7;84.3
43;33;30;31;33;2.8;84.3
30;23;20;20;23;2.8;84.3
14;11;9;6;11;2.6;84.3
1;1;1;0;1;2.4;84.3
0;0;0;0;0;2.4;84.3
0;0;0;0;0;2.4;85.1
0;0;0;0;0;2.3;84.6
0;0;0;0;0;2.3;89.3
0;0;0;0;0;2.3;87.8
0;0;0;0;0;2.3;86.2
0;0;0;0;0;2.2;86.1
0;0;0;0;0;2;84.4
0;0;0;0;0;1.9;81.2
0;0;0;0;0;1.8;83.1
0;0;0;0;0;1.7;85.4
0;0;0;0;0;1.7;82.4
0;0;0;0;0;1.6;82
5;0;2;3;3;1.8;85.6
48;32;32;32;32;2.5;84.3
89;63;63;60;60;3.4;84.3
135;95;99;89;89;4.2;75.7
164;112;123;107;107;4.9;71
171;112;129;112;112;5.4;69.5
159;104;119;109;104;5.7;67.8
132;87;97;94;87;5.8;71.5
88;58;62;63;58;5.6;70.7
36;25;23;22;25;5.2;68.5
2;1;1;0;1;4.6;72.5
0;0;0;0;0;4.3;84.2
0;0;0;0;0;4.1;87.7
0;0;0;0;0;3.9;91.4
0;0;0;0;0;3.3;92.8
0;0;0;0;0;3.3;89.3
0;0;0;0;0;3.2;94.3
0;0;0;0;0;3;91.4
0;0;0;0;0;2.8;90.9
0;0;0;0;0;2.5;94.8
0;0;0;0;0;2.4;98.3
0;0;0;0;0;2.3;98.4
0;0;0;0;0;2.2;98.4
0;0;0;0;0;2.1;98.4
8;0;4;6;6;2.4;98.3
84;75;66;51;51;3.8;97.2
133;102;101;82;82;4.8;89.9
168;117;126;102;102;5.7;87.7
200;130;153;121;121;6.3;87
189;116;141;117;116;6.7;87
211;126;167;141;126;7.1;85.4
168;102;129;121;102;7.2;86.3
110;69;79;81;69;7;87.9
49;31;32;33;31;6.4;89.7
2;1;1;0;1;5.4;98.3
0;0;0;0;0;5.5;98.3
0;0;0;0;0;5.1;96
0;0;0;0;0;5;98.3
0;0;0;0;0;4.7;98.3
0;0;0;0;0;4.5;97.5
0;0;0;0;0;4.2;95.3
0;0;0;0;0;4;95.1
0;0;0;0;0;3.8;92.5
0;0;0;0;0;3.6;95
0;0;0;0;0;3.5;93.9
0;0;0;0;0;3.4;97.2
0;0;0;0;0;3.3;98.3
0;0;0;0;0;3.2;95
7;0;3;4;4;3.5;96.4
68;46;43;39;39;4.6;89.2
129;88;88;72;72;5.7;77.3
155;97;103;87;87;6.5;77.1
135;79;84;77;77;6.8;79.4
175;98;116;99;98;7.3;77.3
124;72;77;73;72;7;87.6
138;79;90;87;79;7.3;84
104;59;67;69;59;7.3;84.4
61;35;40;45;35;7;86.7
4;3;1;0;3;6.4;85.7
0;0;0;0;0;6;88.1
0;0;0;0;0;5.7;87.8
0;0;0;0;0;5.4;89.7
0;0;0;0;0;5;90.8
0;0;0;0;0;4.6;93.4
0;0;0;0;0;4.2;95.8
0;0;0;0;0;3.9;90.9
0;0;0;0;0;3.6;92.8
0;0;0;0;0;3.3;96.2
0;0;0;0;0;3.2;99.1
0;0;0;0;0;3;100
0;0;0;0;0;3;100
0;0;0;0;0;2.9;100
23;13;13;12;12;3.6;98.5
202;616;391;62;62;6.3;86.4
315;530;512;90;90;8.3;80
321;278;378;120;120;9.3;75.5
318;187;339;131;131;10;71
250;122;179;124;122;10.1;71.7
217;107;152;123;107;9.9;77.3
108;58;61;60;58;9.2;80.4
33;19;16;15;19;8.2;84.8
12;7;5;3;7;7.2;86.5
2;1;1;0;1;6.5;91.2
0;0;0;0;0;6;86.8
0;0;0;0;0;5.6;85
0;0;0;0;0;5.1;88
0;0;0;0;0;4.7;85.6
0;0;0;0;0;4.2;87.4
0;0;0;0;0;3.7;92.3
0;0;0;0;0;3.1;97.2
0;0;0;0;0;2.4;97.2
0;0;0;0;0;1.8;97.2
0;0;0;0;0;1.5;100
0;0;0;0;0;1.1;100
0;0;0;0;0;0.9;100
0;0;0;0;0;0.7;100
22;9;11;11;11;1.4;100
165;441;283;54;54;4.1;95.1
323;573;550;76;76;6.8;80.1
428;463;699;87;87;9;70.5
488;281;771;100;100;10.8;61.3
501;108;779;137;108;12;56.3
486;95;777;342;95;12.8;53.5
381;96;604;465;96;13;54.6
294;70;516;606;70;12.6;54.8
141;44;283;510;44;11.3;58
8;4;3;0;4;9.6;69
0;0;0;0;0;8.8;80.9
0;0;0;0;0;8.1;86.2
0;0;0;0;0;7.3;87.3
0;0;0;0;0;6.6;88.6
0;0;0;0;0;5.8;91.5
0;0;0;0;0;5.1;94.7
0;0;0;0;0;4.3;100
0;0;0;0;0;3.6;98
0;0;0;0;0;2.9;100
0;0;0;0;0;2.6;100
0;0;0;0;0;2.3;100
0;0;0;0;0;2;100
0;0;0;0;0;2.1;100
49;322;121;20;20;3.1;100
178;524;329;53;53;5.1;94
314;541;517;80;80;7.3;77.7
462;494;741;95;95;9.7;65.3
519;292;818;98;98;11.7;57
514;106;795;137;106;13.1;51.8
483;97;761;339;97;13.8;51.1
396;90;633;487;90;14.3;46.2
299;71;515;609;71;14.2;46.5
146;46;285;518;46;13.3;51.3
9;5;3;0;5;11.8;56.7
0;0;0;0;0;10.9;67.8
0;0;0;0;0;10;71
0;0;0;0;0;9.1;76
0;0;0;0;0;8.3;80.5
0;0;0;0;0;7.4;81.7
0;0;0;0;0;6.5;84.4
0;0;0;0;0;5.5;87.9
0;0;0;0;0;4.3;92.3
0;0;0;0;0;3.1;89.6
0;0;0;0;0;2.5;90.7
0;0;0;0;0;1.9;92.3
0;0;0;0;0;1.4;94.5
0;0;0;0;0;1.4;93.3
54;351;132;23;23;2.4;90.1
180;517;323;54;54;4.3;84
340;597;567;75;75;6.7;72.3
455;485;728;88;88;8.9;60.2
516;290;797;102;102;10.8;55.4
501;110;758;140;110;12;51.3
475;110;718;334;110;12.8;45.3
391;94;611;475;94;13;47
298;70;507;604;70;12.8;44.8
137;46;239;432;46;11.7;46.2
10;5;4;0;5;10.1;53.8
0;0;0;0;0;9.5;63.2
0;0;0;0;0;8.9;65.2
0;0;0;0;0;8.4;66.6
0;0;0;0;0;7.8;67.5
0;0;0;0;0;7.2;67.7
0;0;0;0;0;6.6;73.4
0;0;0;0;0;6.3;88.5
0;0;0;0;0;6;94.9
0;0;0;0;0;5.7;93.4
0;0;0;0;0;5.6;93.6
0;0;0;0;0;5.5;95.2
0;0;0;0;0;5.4;95.2
0;0;0;0;0;5.3;92.9
16;2;6;8;8;5.6;95.2
46;22;23;24;24;5.8;93.8
79;42;42;42;42;6.2;88
104;55;56;54;54;6.5;86.2
110;58;60;58;58;6.8;84.5
114;60;62;60;60;7;79.2
102;54;54;54;54;7.1;78.6
93;49;50;49;49;7.1;81.6
64;34;33;33;34;6.8;85.6
30;16;14;11;16;6.7;81.6
3;2;1;0;2;6.5;81.6
0;0;0;0;0;6.1;81.6
0;0;0;0;0;6;85.6
0;0;0;0;0;5.7;84.7
0;0;0;0;0;5.3;83.7
0;0;0;0;0;4.2;89
0;0;0;0;0;4.4;85.6
0;0;0;0;0;3.9;87.1
0;0;0;0;0;4.1;83.6
0;0;0;0;0;3.8;84.7
0;0;0;0;0;3.7;87.4
0;0;0;0;0;3.6;91.8
0;0;0;0;0;3.5;87.3
0;0;0;0;0;3.5;85.7
26;12;13;13;13;3.9;85.7
73;43;41;38;38;4.4;81.7
121;70;70;61;61;5;81.7
165;93;99;83;83;5.7;81.7
184;97;111;92;92;6.1;81.6
213;104;134;106;104;6.6;81.6
161;82;94;86;82;6.7;81.6
114;59;63;62;59;6.7;65.5
78;41;41;41;41;6.5;64.8
50;26;26;26;26;6.2;64.2
3;2;1;0;2;5.8;65.3
0;0;0;0;0;5.6;63.7
0;0;0;0;0;5.2;66.1
0;0;0;0;0;4.9;64.5
0;0;0;0;0;4.6;64.8
0;0;0;0;0;4.3;63.1
0;0;0;0;0;3.8;81.4
0;0;0;0;0;3.7;81.7
0;0;0;0;0;3.4;85.7
0;0;0;0;0;3.1;85.7
0;0;0;0;0;3;85.7
0;0;0;0;0;2.9;85.7
0;0;0;0;0;2.8;85.7
0;0;0;0;0;2.8;85.7
22;7;10;12;12;3.1;85.7
67;37;36;35;35;3.6;81.7
127;74;74;64;64;4.3;81.7
165;92;98;83;83;5;63.9
194;102;119;96;96;5.5;59.1
201;99;124;100;99;5.9;57.3
179;90;107;96;90;6.1;56.5
138;70;79;77;70;6.2;58
85;44;46;46;44;6;60.8
44;23;22;21;23;5.7;64.8
3;2;1;0;2;5.3;71.5
0;0;0;0;0;4.9;73.1
0;0;0;0;0;4.5;84.5
0;0;0;0;0;4;90
0;0;0;0;0;3.3;95.3
0;0;0;0;0;3.3;92.2
0;0;0;0;0;3;90.3
0;0;0;0;0;2.6;91.7
0;0;0;0;0;2.2;94.1
0;0;0;0;0;1.8;91
0;0;0;0;0;1.6;95.2
0;0;0;0;0;1.4;94
0;0;0;0;0;1.3;96.1
0;0;0;0;0;1.3;98
44;75;38;21;21;2;96.3
96;65;57;48;48;2.8;90.9
232;247;235;95;95;4.3;83
231;139;157;108;108;5.2;76.2
271;148;217;121;121;5.9;73
433;144;504;162;144;7.2;65.9
241;110;190;140;110;7.4;67.4
414;112;568;459;112;8.2;59.8
359;76;574;708;76;8.6;57.1
192;48;348;677;48;8.4;60
13;7;5;1;7;7.5;65.7
0;0;0;0;0;6.8;73.1
0;0;0;0;0;6.1;75
0;0;0;0;0;5.4;76.3
0;0;0;0;0;4.7;81.8
0;0;0;0;0;4;85.2
0;0;0;0;0;3.3;86
0;0;0;0;0;2.5;86.4
0;0;0;0;0;1.7;96.4
0;0;0;0;0;0.9;96.3
0;0;0;0;0;0.5;97.8
0;0;0;0;0;0.1;97.1
0;0;0;0;0;-0.1;96
0;0;0;0;0;-0.2;94.3
88;448;161;32;32;0.8;90.4
221;542;332;65;65;2.2;81.6
417;673;625;96;96;3.9;77
411;366;508;121;121;4.9;62.5
512;283;680;133;133;5.9;57.9
320;131;281;138;131;6.1;56.2
242;114;163;132;114;5.9;59.7
120;62;67;66;62;5.2;58.9
27;15;12;12;15;4.3;64.6
14;8;6;4;8;3.5;69.4
4;2;1;0;2;2.8;73.5
0;0;0;0;0;2.4;73.5
0;0;0;0;0;2;75.6
0;0;0;0;0;1.7;79
0;0;0;0;0;1.3;80.5
0;0;0;0;0;0.8;81.8
0;0;0;0;0;0.5;85.8
0;0;0;0;0;0.2;90.7
0;0;0;0;0;-0.2;90.7
0;0;0;0;0;-0.5;92.6
0;0;0;0;0;-0.7;94.1
0;0;0;0;0;-0.9;96.9
0;0;0;0;0;-1.4;98
0;0;0;0;0;-1.1;89.1
49;76;40;25;25;-0.4;90.2
121;123;94;58;58;0.6;81.8
