Icon	Name	Einheit	Kommentar	Type	var_name	REF	ka	STAGE	Default Var	Neues Projekt	Test_PG2	Test_AB	Test_RU	TESTWuerfel	Alliiertenviertel Bestand	Pgteilgeühlt	Beispielquartier ohne Kühlung	Test	Spalte2	Spalte3	Spalte4	Kurze ID	Kurze ID_2	Kurze ID_2_2	Kurze ID_2_2_2_2	test_2
↕️	Raumhöhe Büro	m Netto		Neu (aus alt Berechenbar)	rh_office	='🏙️'!D43	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe sekundäre Bildungseinrichtung/ Universität	m Netto		Neu (aus alt Berechenbar)	rh_schoolsec	='🏙️'!D45	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe primäre Bildundseinrichtung/ Kindergarten	m Netto		Neu (aus alt Berechenbar)	rh_schoolprim	='🏙️'!D44	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe Lebensmittelhandel	m Netto		Neu (aus alt Berechenbar)	rh_retailfood	='🏙️'!D46	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe Handel sonstiger	m Netto		Neu (aus alt Berechenbar)	rh_retailother	='🏙️'!D47	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe Sonstige Nutzung	m Netto		Neu (aus alt Berechenbar)	rh_other	='🏙️'!D48	2	2,500		0,000	2,6	2,5	2,5		2,50	2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumhöhe Quartier	m Netto		Zwischenrechnung	rh_avg	=SUMMENPRODUKT(K269:K275;K243:K249)/NFA_total	0	2,500		0,000						2,60	2,60	2,500				2,5	2,5	2,5	2,5	2,5
↕️	Raumvolumen Quartier	m³netto		Zwischenrechnung	NFV_total	=NFA_total*rh_avg	0	19200,0									69692,48	19200,0				19200	19200	19200	19200	19200
↕️	Raumvolumen ungekühlt	m³netto		Zwischenrechnung	NFV_u	=SUMMENPRODUKT(K243:K249;K269:K275;Cool_Passive_Shares)	0	9600,0										9600,0				9600	9600	9600	9600	9600
↕️	Raumvolumen gekühlt	m³netto		Zwischenrechnung	NFV_c	=SUMMENPRODUKT(K243:K249;K269:K275;COOL_active_shares)	0	9600,0										9600,0				9600	9600	9600	9600	9600
↕️	Höhe Geschoßdecken	m		Neu (default, nicht berechenbar)			1	0,4										0,4				0,4	0,4	0,4	0,4	0,4
↕️	Raumvolumen Quartier brutto	m³brutto		Zwischenrechnung	GFV		0	22272,0										22272,0				22272	22272	22272	22272	22272
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		16	Parameter				0																			
🧊	Hüllfläche Außenwand	m² Brutto	exkl. Fenster	Neu (aus alt Berechenbar)	hull_ext_wall_wo_window_m2	='🧱'!D11	2	3795,4		#BEZUG!	6 082,0	2 220,1	3 795,4		112841,87	6081,98	6081,98	3795,4				3795,39	3795,39	3795,39	3795,39	3795,39
🧊	Hüllfläche Dach	m² Brutto		Neu (aus alt Berechenbar)	hull_roof_m2	='🧱'!D12	2	2176,5		#BEZUG!	6 813,5	1 830,1	2 176,5		33823,93	6813,49	6813,49	2176,5				2176,5	2176,5	2176,5	2176,5	2176,5
🧊	Hüllfläche Kellerdecke / Fundament	m² Brutto		Neu (aus alt Berechenbar)	hull_fundament_m2	='🧱'!D13	2	2296,8		#BEZUG!	3 660,1	1 710,3	2 296,8		33823,93	3660,14	3660,14	2296,8				2296,84	2296,84	2296,84	2296,84	2296,84
🧊	Hüllfläche Fenster Nord	m² Brutto	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!D18	2	550,4		#BEZUG!	1 459,3	113,9	550,4		9106,51	1459,27	1459,27	550,4				550,37	550,37	550,37	550,37	550,37
🧊	Hüllfläche Fenster Ost	m² Brutto	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!D19	2	129,2		#BEZUG!	690,7	136,1	129,2		6912,55	690,72	690,72	129,2				129,15	129,15	129,15	129,15	129,15
🧊	Hüllfläche Fenster Süd	m² Brutto	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!D20	2	605,5		#BEZUG!	1 335,1	180,2	605,5		8829,11	1335,13	1335,13	605,5				605,5	605,5	605,5	605,5	605,5
🧊	Hüllfläche Fenster West	m² Brutto	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!D21	2	107,4		#BEZUG!	678,5	313,2	107,4		5917,20	678,49	678,49	107,4				107,42	107,42	107,42	107,42	107,42
🧊	Hüllfläche Fenster Horizontal	m² Brutto	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!D22	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
🧊	Hüllfläche Fenster gesamt	m² Brutto		Zwischenrechnung	hull_window_m2	=SUMME(K288:K291)	0	1392,4		#BEZUG!						4163,61	4163,61	1392,4				1392,44	1392,44	1392,44	1392,44	1392,44
🧊	Hüllfläche Fensterflächenanteil			Zwischenrechnung	hull_fenestration_rate	=K293/(K293+K285)	0	27%		#BEZUG!						0,41	0,41	27%				0,268405094	0,268405094	0,268405094	0,268405094	0,268405094
	Hüllfläche gesamt	m² Brutto		Zwischenrechnung		=hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2	0	9661,2										9661,2				9661,17	9661,17	9661,17	9661,17	9661,17
	lc				lc	=K281/(hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2)	0	2,3										2,3				2,305310847	2,305310847	2,305310847	2,305310847	2,305310847
	Geschoßanzahl					=GFA_total/hull_roof_m2	0	4,4										4,4				4,410751206	4,410751206	4,410751206	4,410751206	4,410751206
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		21	Parameter				0																			
🧱	U-Wert Außenwände	W/m²K		Neu (aus alt Berechenbar)		='🧱'!F11	2	0,18		#BEZUG!	0,17	0,12	0,18		0,93	0,17	0,17	0,18				0,181789625	0,181789625	0,181789625	0,181789625	0,181789625
🧱	U-Wert Dach	W/m²K		Neu (aus alt Berechenbar)		='🧱'!F12	2	0,14		#BEZUG!	0,11	0,11	0,14		0,65	0,11	0,11	0,14				0,139290576	0,139290576	0,139290576	0,139290576	0,139290576
🧱	U-Wert Kellerdecke / Fundament	W/m²K		Neu (aus alt Berechenbar)		='🧱'!F13	2	0,20		#BEZUG!	0,20	0,10	0,20		0,92	0,20	0,20	0,20				0,2	0,2	0,2	0,2	0,2
🧱	U-Wert Fenster Nord	W/m²K	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!F27	2	0,85		#BEZUG!	0,76	0,69	0,85		1,95	0,76	0,76	0,85				0,85	0,85	0,85	0,85	0,85
🧱	U-Wert Fenster Ost	W/m²K	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!F28	2	0,85		#BEZUG!	0,76	0,69	0,85		1,95	0,76	0,76	0,85				0,85	0,85	0,85	0,85	0,85
🧱	U-Wert Fenster Süd	W/m²K	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!F29	2	0,85		#BEZUG!	0,76	0,69	0,85		1,95	0,76	0,76	0,85				0,85	0,85	0,85	0,85	0,85
🧱	U-Wert Fenster West	W/m²K	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!F30	2	0,85		#BEZUG!	0,76	0,69	0,85		1,95	0,76	0,76	0,85				0,85	0,85	0,85	0,85	0,85
🧱	U-Wert Fenster Horizontal	W/m²K	inkl. Rahmen	Neu (aus alt Berechenbar)		='🧱'!F31	2	0,85		#BEZUG!	0,76	0,69	0,85		1,95	0,76	0,76	0,85				0,85	0,85	0,85	0,85	0,85
🧱	Wärmebrückenzuschlag		Anteil des Transmissionsleitwerts	Neu (aus alt Berechenbar)		='🧱'!D35	2	0,05		0,00	0,10	0,13	0,05		0,05	0,10	0,10	0,05				0,05	0,05	0,05	0,05	0,05
🧱	Transmissionsleitwert Außenwände	W/m²K				=K285*K306*per_NFA	0	0,08984										0,08984				0,08983887	0,08983887	0,08983887	0,08983887	0,08983887
🧱	Transmissionsleitwert Dach	W/m²K				=K286*K307*per_NFA	0	0,03947										0,03947				0,039474732	0,039474732	0,039474732	0,039474732	0,039474732
🧱	Transmissionsleitwert Kellerdecke / Fundament	W/m²K				=K287*K308*per_NFA	0	0,05981										0,05981				0,059813542	0,059813542	0,059813542	0,059813542	0,059813542
🧱	Transmissionsleitwert Fenster	W/m²K				=SUMMENPRODUKT(K288:K292;K309:K313)*per_NFA	0	0,15411										0,15411				0,154111198	0,154111198	0,154111198	0,154111198	0,154111198
🧱	Transmissionsleitwert Wärmebrücken	W/m²K				=SUMME(K315:K318)*K314	0	0,01716										0,01716				0,017161917	0,017161917	0,017161917	0,017161917	0,017161917
🧱	Transmissionsleitwert absolut	MW/K	ink. Wärmebrückenzuschlag	Zwischenrechnung	transmittance_MW	=transmittance_Wm²*NFA_total/1000000	0	0,00277		#BEZUG!						0,01	0,01	0,00277				0,002767874	0,002767874	0,002767874	0,002767874	0,002767874
🧱	Transmissionsleitwert spezifisch	W/m²K	ink. Wärmebrückenzuschlag	Zwischenrechnung	transmittance_Wm²	=SUMME(K315:K319)	0	0,36040		#BEZUG!						0,23	0,23	0,36040				0,360400259	0,360400259	0,360400259	0,360400259	0,360400259
							0	0,0										0,0				0	0	0	0	0
🧱	Spezif. wirksame Wärmekapazität	Wh/m²K		Neu (aus alt Berechenbar)	heat_capacity_effective_m²	#NV	1	204,0		204,0	204,00	132,00	135,00		204,00	204,00	204,00	204,0				204	204	204	204	204
🧱	Spezif. wirksame Wärmekapazität ungekühlter Bereich	Wh/m²K	Kann separat eingegebn werden	Zwischenrechnung	heat_cap_eff_uncooled_m2	=heat_capacity_effective_m²	2	204,0		102,0							204,00	204,0				204	204	204	204	204
🧱	Spezif. wirksame Wärmekapazität gekühlter Bereich	Wh/m²K	Kann separat eingegebn werden	Zwischenrechnung	heat_cap_eff_cooled_m2	=heat_capacity_effective_m²	2	204,0		102,0						0,00	204,00	204,0				204	204	204	204	204
🧱	Wirksame Wärmekapazität	MWh/K		Zwischenrechnung	heat_capacity_effective_abs	#NV	1	0,0		1,6						5,47		0,0				0	0	0	0	0
🧱	Wirksame Wärmekapazität Ungekühlt	MWh/K		Nicht verwendet	heat_capacity_effective_uncooled_abs	=heat_capacity_effective_abs	2	0,0		0,0						0,00	0,00	0,0				0	0	0	0	0
🧱	Wirksame Wärmekapazität Gekühlt	MWh/K		Nicht verwendet	heat_capacity_effective_cooled_abs	=heat_capacity_effective_abs	2	0,0		0,0						5,47	0,00	0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		39	Parameter				0																			
🏢	g-Wert Fenster Nord			Neu (aus alt Berechenbar)		='🧱'!D27	2	0,50		#BEZUG!	0,39	0,39	0,50		0,72	0,39	0,39	0,50				0,5	0,5	0,5	0,5	0,5
🏢	g-Wert Fenster Ost			Neu (aus alt Berechenbar)		='🧱'!D28	2	0,50		#BEZUG!	0,39	0,50	0,50		0,72	0,39	0,39	0,50				0,5	0,5	0,5	0,5	0,5
🏢	g-Wert Fenster Süd			Neu (aus alt Berechenbar)		='🧱'!D29	2	0,50		#BEZUG!	0,39	0,50	0,50		0,72	0,39	0,39	0,50				0,5	0,5	0,5	0,5	0,5
🏢	g-Wert Fenster West			Neu (aus alt Berechenbar)		='🧱'!D30	2	0,50		#BEZUG!	0,39	0,50	0,50		0,72	0,39	0,39	0,50				0,5	0,5	0,5	0,5	0,5
🏢	g-Wert Fenster Horizontal			Neu (aus alt Berechenbar)		='🧱'!D31	2	0,50		#BEZUG!	0,39	0,00	0,50		0,72	0,39	0,39	0,50				0,5	0,5	0,5	0,5	0,5
🏢	Einstrahlungsfaktor Fenster Nord			Neu (aus alt Berechenbar)		='🧱'!D54	2	0,40		0,00	0,65	0,37	0,40		0,40	0,65	0,65	0,40				0,4	0,4	0,4	0,4	0,4
🏢	Einstrahlungsfaktor Fenster Ost			Neu (aus alt Berechenbar)		='🧱'!D55	2	0,40		Fc	0,61	0,45	0,40		0,40	0,61	0,61	0,40				0,4	0,4	0,4	0,4	0,4
🏢	Einstrahlungsfaktor Fenster Süd			Neu (aus alt Berechenbar)		='🧱'!D56	2	0,40		1,00	0,69	0,44	0,40		0,40	0,69	0,69	0,40				0,4	0,4	0,4	0,4	0,4
🏢	Einstrahlungsfaktor Fenster West			Neu (aus alt Berechenbar)		='🧱'!D57	2	0,40		0,80	0,61	0,39	0,40		0,40	0,61	0,61	0,40				0,4	0,4	0,4	0,4	0,4
🏢	Einstrahlungsfaktor Fenster Horizontal			Neu (aus alt Berechenbar)		='🧱'!D58	2	0,00		0,70	0,00	0,00	0,00		0,00	0,00	0,00	0,00				0	0	0	0	0
🏢	Faktor Sommer Nord			Neu (aus alt Berechenbar)		='🧱'!F54	2	0,400		0,000	0,17	0,38	0,40		0,33	0,17	0,17	0,400				0,4	0,4	0,4	0,4	0,4
🏢	Faktor Sommer Ost			Neu (aus alt Berechenbar)		='🧱'!F55	2	0,400		0,000	0,17	0,54	0,40		0,33	0,17	0,17	0,400				0,4	0,4	0,4	0,4	0,4
🏢	Faktor Sommer Süd			Neu (aus alt Berechenbar)		='🧱'!F56	2	0,400		0,000	0,16	0,32	0,40		0,33	0,16	0,16	0,400				0,4	0,4	0,4	0,4	0,4
🏢	Faktor Sommer  West			Neu (aus alt Berechenbar)		='🧱'!F57	2	0,400		0,000	0,17	0,37	0,40		0,33	0,17	0,17	0,400				0,4	0,4	0,4	0,4	0,4
🏢	Faktor Sommer  Horizontal			Neu (aus alt Berechenbar)		='🧱'!F58	2	0,000		0,000	0,00	0,00	0,00		0,00	0,00	0,00	0,000				0	0	0	0	0
🏢	Verhältnis Sommer/Winter Nord			Neu (aus alt Berechenbar)		=K355/K350	0	1,00		#DIV/0!	0,27	1,04	1,00		0,81	0,27	0,27	1,00				1	1	1	1	1
🏢	Verhältnis Sommer/Winter Ost			Neu (aus alt Berechenbar)		=K356/K351	0	1,00		#WERT!	0,29	1,19	1,00		0,81	0,29	0,29	1,00				1	1	1	1	1
🏢	Verhältnis Sommer/Winter  Süd			Neu (aus alt Berechenbar)		=K357/K352	0	1,00		0,00	0,23	0,73	1,00		0,81	0,23	0,23	1,00				1	1	1	1	1
🏢	Verhältnis Sommer/Winter  West			Neu (aus alt Berechenbar)		=K358/K353	0	1,00		0,00	0,29	0,96	1,00		0,81	0,29	0,29	1,00				1	1	1	1	1
🏢	Verhältnis Sommer/Winter Horizontal			Neu (aus alt Berechenbar)		=WENNFEHLER(K359/K354;1)	0	1,00		0,00	1,00	1,00	1,00		0,00	1,00	1,00	1,00				1	1	1	1	1
🏢	Zuschlag opake Bauteile			Neu (aus alt Berechenbar)		='⚙'!$B$46	2	1,06560157		1,06560157	1,07	1,07	1,07		1,07	1,07	1,07	1,06560157				1,06560157	1,06560157	1,06560157	1,06560157	1,06560157
🏢	Apertur Winter Nord	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K288*K345*K350*K$365	0	117,3		#BEZUG!						397,88	397,88	117,3				117,2950273	117,2950273	117,2950273	117,2950273	117,2950273
🏢	Apertur Winter ost	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K289*K346*K351*K$365	0	27,5		#BEZUG!						176,66	176,66	27,5				27,52448856	27,52448856	27,52448856	27,52448856	27,52448856
🏢	Apertur Winter Süd	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K290*K347*K352*K$365	0	129,0		#BEZUG!						385,02	385,02	129,0				129,0443502	129,0443502	129,0443502	129,0443502	129,0443502
🏢	Apertur Winter West	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K291*K348*K353*K$365	0	22,9		#BEZUG!						173,53	173,53	22,9				22,89338414	22,89338414	22,89338414	22,89338414	22,89338414
🏢	Apertur Winter Horizontal	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K292*K349*K354*K$365	0	0,0		#BEZUG!						0,00	0,00	0,0				0	0	0	0	0
🏢	Apertur Sommer Nord	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K288*K355*K345*K$365	0	117,3		#BEZUG!						106,58	106,58	117,3				117,2950273	117,2950273	117,2950273	117,2950273	117,2950273
🏢	Apertur Sommer Ost	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K289*K356*K346*K$365	0	27,5		#BEZUG!						50,45	50,45	27,5				27,52448856	27,52448856	27,52448856	27,52448856	27,52448856
🏢	Apertur Sommer Süd	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K290*K357*K347*K$365	0	129,0		#BEZUG!						88,71	88,71	129,0				129,0443502	129,0443502	129,0443502	129,0443502	129,0443502
🏢	Apertur Sommer West	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K291*K358*K348*K$365	0	22,9		#BEZUG!						49,55	49,55	22,9				22,89338414	22,89338414	22,89338414	22,89338414	22,89338414
🏢	Apertur Sommer Horizontal	m²	Effektiv, inkl opake Anteile	Zwischenrechnung		=K292*K359*K349*K$365	0	0,0		#BEZUG!						0,00	0,00	0,0				0	0	0	0	0
🏢	Mobiler Sonnenschutz Fc-Wert			Neu (default, nicht berechenbar)	shad_mobile_factor	='🧱'!D62	2	1,0		0,3	1,00	1,00	1,00		1,00	1,00	1,00	1,0				1	1	1	1	1
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		44	Parameter				0																			
💨	Luftdichtheit n50	1/h		Neu (aus alt Berechenbar)		='🧱'!D40	2	0,4		0,0	4,0	0,0	100,0	0,0	0,0	0,0	3 070,0	0,4				0,4	0,4	0,4	0,4	0,4
💨	Verhältnis Blower Door / Reale Infiltration			Neu (default, nicht berechenbar)		#NV	1	10,0		#DIV/0!						1,00	1,00	10,0				10	10	10	10	10
💨	Luftwechsel Infiltration	1/h			vent_infiltration_ACH	=K389/K390	0	0,04										0,04				0,04	0,04	0,04	0,04	0,04
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
💨	Mechanische Lüftung Wohnen	Anteil		Neu (aus alt Berechenbar)		='💨L'!D19	2	1,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	0,00	0,5				0,5	0,5	0,5	0,5	0,5
💨	Mechanische Lüftung Büro	Anteil		Neu (aus alt Berechenbar)		='💨L'!D20	2	1,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	1,0				1	1	1	1	1
💨	Mechanische Lüftung Bildung sekundär	Anteil		Neu (aus alt Berechenbar)		='💨L'!D22	2	0,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	0,0				0	0	0	0	0
💨	Mechanische Lüftung Bildung primär	Anteil		Neu (aus alt Berechenbar)		='💨L'!D21	2	0,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	0,0				0	0	0	0	0
💨	Mechanische Lüftung Handel Lebensmittel	Anteil		Neu (aus alt Berechenbar)		='💨L'!D23	2	0,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	0,0				0	0	0	0	0
💨	Mechanische Lüftung Handel sonstiger	Anteil		Neu (aus alt Berechenbar)		='💨L'!D24	2	0,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	0,0				0	0	0	0	0
💨	Mechanische Lüftung Sonstige Nutzung	Anteil		Neu (aus alt Berechenbar)		='💨L'!D25	2	0,0		#BEZUG!	1,00	1,00	0,00	1,00	1,00	1,00	1,00	0,0				0	0	0	0	0
💨	Fensterlüftung Wohnen	Anteil		Zwischenrechnung		=1-K395	0	0,0									1,00	0,5				0,5	0,5	0,5	0,5	0,5
💨	Fensterlüftung Büro	Anteil		Zwischenrechnung		=1-K396	0	0,0									0,00	0,0				0	0	0	0	0
💨	Fensterlüftung Bildung sekundär	Anteil		Zwischenrechnung		=1-K397	0	1,0									0,00	1,0				1	1	1	1	1
💨	Fensterlüftung Bildung primär	Anteil		Zwischenrechnung		=1-K398	0	1,0									0,00	1,0				1	1	1	1	1
💨	Fensterlüftung Handel Lebensmittel	Anteil		Zwischenrechnung		=1-K399	0	1,0									0,00	1,0				1	1	1	1	1
💨	Fensterlüftung Handel sonstiger	Anteil		Zwischenrechnung		=1-K400	0	1,0									0,00	1,0				1	1	1	1	1
💨	Fensterlüftung Sonstige Nutzung	Anteil		Zwischenrechnung		=1-K401	0	1,0									0,00	1,0				1	1	1	1	1
💨	Fensterlüftung Nettogeschoßfläche	m²NGF		Zwischenrechnung	NFA_windowvent	=NFA_total-NFA_mechvent	0	0,0		0,0						0,00	14028,96	1920,0				1920	1920	1920	1920	1920
💨	Fensterlüftung Raumvolumen	m³netto		Zwischenrechnung	NFV_windowvent	=NFV_total-K412	0	0,0									36475,30	4800,0				4800	4800	4800	4800	4800
💨	Mechanische Lüftung Nettogeschoßfläche	m²NGF		Zwischenrechnung	NFA_mechvent	=SUMMENPRODUKT(K$395:K$401;K243:K249)	0	7680,0		#BEZUG!						26804,80	12775,84	5760,0				5760	5760	5760	5760	5760
💨	Mechanische Lüftung Raumvolumen	m³netto		Zwischenrechnung	NFV_mechvent	=SUMMENPRODUKT(K$395:K$401;K243:K249;K269:K275)	0	19200,0									33217,18	14400,0				14400	14400	14400	14400	14400
💨	Nachtauskühlung	Bool		Neu (default, nicht berechenbar)		=[@Buffer]	0	0,0		0,0	0,00	0,00	0,00		0,00	1,00	0,00	0,0				0	0	0	0	0
💨	Nachtauskühlung Fensterstellung Wohnen			Neu (default, nicht berechenbar)		='💨L'!D54	2	geöffnet		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geöffnet	geöffnet				geöffnet	geöffnet	geöffnet	geöffnet	geöffnet
💨	Nachtauskühlung Fensterstellung Büro			Neu (default, nicht berechenbar)		='💨L'!D55	2	geöffnet		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Fensterstellung Bildung sekundär			Neu (default, nicht berechenbar)		='💨L'!D57	2	geschlossen		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Fensterstellung Bildung primär			Neu (default, nicht berechenbar)		='💨L'!D56	2	geschlossen		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Fensterstellung Handel Lebensmittel			Neu (default, nicht berechenbar)		='💨L'!D58	2	geschlossen		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Fensterstellung Handel sonstiger			Neu (default, nicht berechenbar)		='💨L'!D59	2	geschlossen		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Fensterstellung Sonstige Nutzung			Neu (default, nicht berechenbar)		='💨L'!D60	2	geschlossen		#BEZUG!	geschlossen	geschlossen	geschlossen		geschlossen	geöffnet	geschlossen	geschlossen				geschlossen	geschlossen	geschlossen	geschlossen	geschlossen
💨	Nachtauskühlung Luftwechsel	m³/h		Zwischenrechnung	ACH_night_m³	=SUMMENPRODUKT(K402:K408;K269:K275;K243:K249;SVERWEIS(K414:K420;'💨L'!K54:L56;2;FALSCH))	0	0,0		#BEZUG!							72 950,6	9600,0				9600	9600	9600	9600	9600
💨	Luftwechsel Wohnen	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D8	2	0,4		#BEZUG!	0,4	0,1	0,4		0,40	0,40	0,40	0,4				0,4	0,4	0,4	0,4	0,4
💨	Luftwechsel Büro	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D9	2	1,5		#BEZUG!	0,3	0,3	1,5		1,50	0,30	0,30	1,5				1,5	1,5	1,5	1,5	1,5
💨	Luftwechsel Bildung sekundär	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D11	2	1,0		#BEZUG!	1,0	0,2	1,0		0,96	0,96	0,96	1,0				0,958949097	0,958949097	0,958949097	0,958949097	0,958949097
💨	Luftwechsel Bildung primär	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D10	2	1,0		#BEZUG!	1,0	0,2	1,0		0,96	0,96	0,96	1,0				0,958949097	0,958949097	0,958949097	0,958949097	0,958949097
💨	Luftwechsel Handel Lebensmittel	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D12	2	1,5		#BEZUG!	0,5	0,3	1,5		1,50	0,45	0,45	1,5				1,5	1,5	1,5	1,5	1,5
💨	Luftwechsel Handel sonstiger	1/h	Maximal	Neu (aus alt Berechenbar)		='💨L'!D13	2	1,5		#BEZUG!	0,5	0,3	1,5		1,50	0,45	0,45	1,5				1,5	1,5	1,5	1,5	1,5
💨	Luftwechsel Sonstige Nutzung	1/h	Maximal	Neu (default, nicht berechenbar)		='💨L'!D14	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Skalierung Luftwechsel Wohnen			Zwischenrechnung	vent_scale_residential	=K422/MAX(Nutzung_Wohnen[Bedarf Luftwechsel])	0	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Skalierung Luftwechsel Büro			Zwischenrechnung	vent_scale_office	=K423/MAX(Nutzung_Büro[Bedarf Luftwechsel])	0	1,0		#BEZUG!							0,20	1,0				1	1	1	1	1
💨	Skalierung Luftwechsel Bildung sekundär			Zwischenrechnung	vent_scale_school_sec	=K424/MAX(Nutzung_Schule[Bedarf Luftwechsel])	0	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Skalierung Luftwechsel Bildung primär			Zwischenrechnung	vent_scale_school_prim	=K425/MAX(Nutzung_KIGA[Bedarf Luftwechsel])	0	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
