Icon	Name	Einheit	Kommentar	Type	var_name	REF	ka	STAGE	Default Var	Neues Projekt	Test_PG2	Test_AB	Test_RU	TESTWuerfel	Alliiertenviertel Bestand	Pgteilgeühlt	Beispielquartier ohne Kühlung	Test	Spalte2	Spalte3	Spalte4	Kurze ID	Kurze ID_2	Kurze ID_2_2	Kurze ID_2_2_2_2	test_2
♨️	Flexibles Heizen mit Heizsystem 1	bool		Neu (aus alt Berechenbar)	FLEX_heat1_use	=WENN(K711="System 1";WAHR;FALSCH)	0	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Flexibles Heizen mit Heizsystem 3	bool		Neu (default, nicht berechenbar)	FLEX_heat3_use	=WENN(K711="System 3";WAHR;FALSCH)	0	FALSCH									FALSCH	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Flexibles Kühlen unter Solltemperatur		Kelvin	Neu (aus alt Berechenbar)	flex_cool_dT	='🔋'!D24	2	2,0	3	0,0	2	2	2	3	0	2	2	2,0				2	2	2	2	2
❄️	Flexibles Kühlen Minimale Raumtemperatur		°C	Neu (aus alt Berechenbar)	Tsetcool_flex	=Tsetcool_max-K714	0	23,0		25,0							23,0	23,0				23	23	23	23	23
❄️	Flexibles Kühlsystem	Text		Neu (aus alt Berechenbar)		='🔋'!D25	2	System 1									System 1	System 1				System 1	System 1	System 1	System 1	System 1
❄️	Flexibles Kühlen mit Kühlsystem 1	bool		Neu (aus alt Berechenbar)	FLEX_cool1_use	=WENN(K716="System 1";WAHR;FALSCH)	0	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Flexibles Kühlen mit Kühlsystem 3	bool		Neu (default, nicht berechenbar)	FLEX_cool3_use	=WENN(K716="System 3";WAHR;FALSCH)	0	FALSCH									FALSCH	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
🔋	Batterie Nutzung			Neu (aus alt Berechenbar)	Batt_is_used	='🔋'!D29	2	WAHR	FALSCH	0,0	FALSCH	WAHR	FALSCH	FALSCH	0	FALSCH	FALSCH	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Batterie Kapazität	kWh		Neu (aus alt Berechenbar)		='🔋'!D33	2	250,0	1382,4	0,0	1382,4	138,2	7703,2	1382,4	516116,6	1382,4	4824,9	500,0				500	500	500	500	500
🔋	Batterie Kapazität spezifisch	W/m²		Zwischenrechnung	Batt_cap_Wh_per_NFA	=K720/NFA_total*1000	0	32,6	180	0,0	180	18	1003,02513	180	67202,68369	180	180	65,1				65,10416667	65,10416667	65,10416667	65,10416667	65,10416667
🔋	Maximale Be/Entladeleistung 	%		Neu (aus alt Berechenbar)		='🔋'!D34	2	2,0	1,2	0,0	1,2	27,8	501,5125649	1,2	501,5125649	1,2	1,2	2,0				2	2	2	2	2
🔋	Batterie Leistung spezifisch	W/m²		Zwischenrechnung	Batt_max_power_specific	=K721*K722	0	65,1		0,0							216,0	130,2				130,2083333	130,2083333	130,2083333	130,2083333	130,2083333
🔋	Wirkungsgrad Ladung	%		Neu (aus alt Berechenbar)	Batt_eff_factor_charge	='🔋'!D35	2	0,9	1,000	0,0	1,000	0,900	0,900	1,000	0,900	1,000	1,000	0,9				0,9	0,9	0,9	0,9	0,9
🔋	Wirkungsgrad Entladung	%		Neu (aus alt Berechenbar)	Batt_eff_factor_discharge	='🔋'!D36	2	0,9	0,900	0,0	0,900	0,900	0,900	0,900	0,900	0,900	0,900	0,9				0,9	0,9	0,9	0,9	0,9
🔋	Batterie Selbstentladung	%/h		Neu (aus alt Berechenbar)		='🔋'!D37	2	0,02000	0,02	0,00000	0,02	0,02	0,02	0,02	0,02	0,02	0,02	0,02000				0,02	0,02	0,02	0,02	0,02
🔋	Batterie Selbstentladung pro Stunde			Zwischenrechnung	Batt_auto_discharge_factor	=K726/7/24	0	0,00012		1,00000							0,0	0,00012				0,000119048	0,000119048	0,000119048	0,000119048	0,000119048
🔋	Batterie Initialer SOC	%		Zwischenrechnung	Batt_SOC_init	#NV	1	50%									0,5	50%				0,5	0,5	0,5	0,5	0,5
🔋	Batterie Nutzung für Nutzerstrom	bool		Neu (default, nicht berechenbar)	Batt_is_used_for_plugloads	#NV	1	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Batterie Nutzung für HKLS Minimum	bool		Neu (default, nicht berechenbar)	Batt_is_used_for_HVACminimum	#NV	1	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Batterie Nutzung für Ecars	bool		Neu (default, nicht berechenbar)	Batt_is_used_for_EV	#NV	1	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Batterie wird flexibel  durch Netz geladen?	bool		Neu (default, nicht berechenbar)	Batt_is_gridcharged	='🔋'!D16	2	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
💧	Flexible Speicherbeladung	bool				='🔋'!D41	0	FALSCH									0,0	0,0				0	0	0	0	0
																	0,0	0,0				0	0	0	0	0
							0	0,0									0,0	0,0				0	0	0	0	0
		36	Parameter				0																			
🚗	MIV simulieren	bool		Neu (aus alt Berechenbar)	EV_simulation	='🚗'!D4	2	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🚗	Mobilitätsregion	str			mobility_region	=SVERWEIS(K206;gemeinden;3;FALSCH)	0	93,0									93,0	93,0				93	93	93	93	93
🚗	Zielverkehrsanteil Wohnen	%		Zwischenrechnung	mobshare_residential	=SVERWEIS(mobility_region; Regionstypen; 2;FALSCH)	0	50%									0,5	50%				0,5	0,5	0,5	0,5	0,5
🚗	Zielverkehrsanteil Büro	%		Zwischenrechnung	mobshare_office	=SVERWEIS(mobility_region; Regionstypen; 3;FALSCH)	0	17%									0,2	17%				0,17	0,17	0,17	0,17	0,17
🚗	Zielverkehrsanteil Ausbildung	%		Zwischenrechnung	mobshare_school	=SVERWEIS(mobility_region; Regionstypen; 4;FALSCH)	0	3%									0,0	3%				0,03	0,03	0,03	0,03	0,03
🚗	Zielverkehrsanteil Handel	%		Zwischenrechnung	mobshare_retail	=SVERWEIS(mobility_region; Regionstypen; 5;FALSCH)	0	29%									0,3	29%				0,29	0,29	0,29	0,29	0,29
🚗	Pkm Zu Fuß	Pkm		Zwischenrechnung	pkm_pedestrian	=SVERWEIS(mobility_region; Regionstypen; 6;FALSCH)	0	235									235,0	235				235	235	235	235	235
🚗	Pkm Fahrrad	Pkm		Zwischenrechnung	pkm_bike	=SVERWEIS(mobility_region; Regionstypen; 7;FALSCH)	0	116									116,0	116				116	116	116	116	116
🚗	Pkm Moped	Pkm		Zwischenrechnung	pkm_mofa	=SVERWEIS(mobility_region; Regionstypen; 8;FALSCH)	0	146									146,0	146				146	146	146	146	146
🚗	Pkm PKW-LenkerIn	Pkm		Zwischenrechnung	pkm_car_driver	=SVERWEIS(mobility_region; Regionstypen; 9;FALSCH)	0	4 291									4 291,0	4 291				4291	4291	4291	4291	4291
🚗	Pkm PKW-MitfahrerIn	Pkm		Zwischenrechnung	pkm_car_passenger	=SVERWEIS(mobility_region; Regionstypen; 10;FALSCH)	0	2 035									2 035,0	2 035				2035	2035	2035	2035	2035
🚗	Pkm Stadt/ Regionalbus	Pkm		Zwischenrechnung	pkm_bus	=SVERWEIS(mobility_region; Regionstypen; 11;FALSCH)	0	165									165,0	165				165	165	165	165	165
🚗	Pkm Straßenbahn/U-Bahn	Pkm		Zwischenrechnung	pkm_tram_metro	=SVERWEIS(mobility_region; Regionstypen; 12;FALSCH)	0	1 978									1 978,0	1 978				1978	1978	1978	1978	1978
🚗	Pkm Eisenbahn	Pkm		Zwischenrechnung	pkm_train	=SVERWEIS(mobility_region; Regionstypen; 13;FALSCH)	0	1 463									1 463,0	1 463				1463	1463	1463	1463	1463
🚗	Pkm Reisebus	Pkm		Zwischenrechnung	pkm_distancebus	=SVERWEIS(mobility_region; Regionstypen; 14;FALSCH)	0	67									67,0	67				67	67	67	67	67
🚗	Stellplätze	Anzahl		Neu (aus alt Berechenbar)	parking_spots_in_district	='🚗'!D26	2	190,0					190				190,0	190,0				190	190	190	190	190
🚗	Fahrzeuge	Anzahl		Neu (aus alt Berechenbar)		='🚗'!D32	2	100,0					60				150,0	100,0				100	100	100	100	100
🚗	Anteil-Ecars	%	Am Mobilitätsbedarf	Neu (aus alt Berechenbar)	EV_share	='🚗'!D30	2	0,7					0,7				0,7	0,7				0,7	0,7	0,7	0,7	0,7
🚗	Ecar Energieverbrauch	kWh/km		Neu (aus alt Berechenbar)	EV_demand_kWhpkm	='🚗'!D39	2	0,170					0,17				0,2	0,170				0,17	0,17	0,17	0,17	0,17
🚗	Ecar Speicher pro Fahrzeug	kWh/EV		Neu (aus alt Berechenbar)		='🚗'!D34	2	41,0					41				41,0	41,0				41	41	41	41	41
🚗	Ecar Speicher im Quartier	kWh		Zwischenrechnung	EV_storage_total_kWh	=K756*K753	0	4100,0									6 150,0	4100,0				4100	4100	4100	4100	4100
🚗	Ecar Selbstentladung wöchentlich	%/Woche		Neu (aus alt Berechenbar)		='🚗'!D36	2	2,00%					0,02				0,0	2,00%				0,02	0,02	0,02	0,02	0,02
🚗	Ecar Selbstentladung stündlich	%/h		Zwischenrechnung	EV_selfdischarge_per_h	=K758/24/7	0	0,01%									0,0	0,01%				0,000119048	0,000119048	0,000119048	0,000119048	0,000119048
🚗	Ecar Mindest-Speicherstand	%		Neu (aus alt Berechenbar)	EV_soc_minimum	='🚗'!D35	2	0,5					0,5				0,5	0,5				0,5	0,5	0,5	0,5	0,5
🚗	Ecar Batterie-Effizienz Beladung	%		Neu (aus alt Berechenbar)	EV_charging_efficiency	='🚗'!D37	2	0,9					0,9				0,9	0,9				0,9	0,9	0,9	0,9	0,9
🚗	Ecar Batterie-Effizienz Beladung Kehrwert			Zwischenrechnung	EV_charging_losses_surcharge_factor	=WENNFEHLER(1/K761;0)	0	1,1									1,1	1,1				1,111111111	1,111111111	1,111111111	1,111111111	1,111111111
🚗	Ecar Batterie Maximale Beladungsleistung	%		Neu (default, nicht berechenbar)	EV_max_charging_power_ratio	='🚗'!D38	2	1,0					0,5				0,5	1,0				1	1	1	1	1
🚗	Verbrenner Energieverbrauch	kWh/km				=[@Buffer]	0	0,0									0,0	0,0				0	0	0	0	0
🚗	Konversionsfaktor Benzin	kWhPE/kWhEE			Fossil_demand_kWhpkm	#NV	1	1,2									0,0	1,2				1,2	1,2	1,2	1,2	1,2
🚗	Moped im Verhältnis zu Auto				moped_factor	#NV	1	0,25										0,25				0,25	0,25	0,25	0,25	0,25
🚗	Anteil Ecars, die konstant vor Ort laden	%	Rest konstantes Laden		EV_share_constant_charging	#NV	1	0,9										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		44	Parameter				0																			
⚖	Strom Konversionsprofil				conversion_profile_grid	#NV	1	OIB2019 (interpolierte Monatswerte)									0,0	OIB2019 (interpolierte Monatswerte)				OIB2019 (interpolierte Monatswerte)	OIB2019 (interpolierte Monatswerte)	OIB2019 (interpolierte Monatswerte)	OIB2019 (interpolierte Monatswerte)	OIB2019 (interpolierte Monatswerte)
⚖	Fernwärme Konversionsprofil					#NV	1	7,0									0,0	7,0				7	7	7	7	7
⚖						=[@Buffer]	0	0,0									0,0	0,0				0	0	0	0	0
⚖						=[@Buffer]	0	0,0									0,0	0,0				0	0	0	0	0
⚖	Strom Konversionsprofil Spaltennummer				fPE_grid_column	=VERGLEICH(conversion_profile_grid;fPE[#Kopfzeilen];0)	0	5									0,0	5				5	5	5	5	5
⚖						=[@Buffer]	0	0,0									0,0	0,0				0	0	0	0	0
⚖	PE Heizen 2 ist Fernwärme 	bool		#WERT!	heat_th2_is_dh		0	1,00										1,00				1	1	1	1	1
